uniprot_id,median_tm,n_datasets
J3KPV7_MPST,51.02,18
O60281-2_ZNF292,51.02,2
H0YDF9_SCRIB,51.02,2
I3L521_,51.02,2
ABCA8,51.02,2
CNRIP1,51.02,2
GPC6,51.02,6
GSDMA,51.02,2
O00267-2_SUPT5H,51.03,20
Q8N9F7_GDPD1,51.03,12
F5H4S0_CYP3A5,51.03,2
CLGN,51.03,12
SELS,51.03,4
B0QXZ5_DNAL4,51.03,5
O43149_ZZEF1,51.03,10
O75449_KATNA1,51.03,19
P12277_CKB,51.03,18
Q00610-2_CLTC,51.03,22
Q32P28_LEPRE1,51.03,19
Q5VVQ6-2_YOD1,51.03,11
Q92851-4_CASP10,51.03,5
Q15759_MAPK11,51.03,11
Q16222-3_UAP1,51.03,7
B4DGW1_VRK3,51.03,1
Q9UKE5-6_TNIK,51.03,3
Q01543-2_FLI1,51.03,2
Q9NTW7-2_ZFP64,51.03,1
Q9BT67_NDFIP1,51.03,1
O43566_RGS14,51.03,4
Q9Y6Q5_AP1M2,51.03,2
C7ORF30,51.03,15
ITGA5,51.03,10
SORL1,51.03,18
SPARC,51.03,12
TRAPPC3,51.03,33
CEPT1,51.03,6
PIGN,51.03,12
CHMP5,51.03,21
CDH5,51.03,2
LRP10,51.03,2
(XM_371598) HYPOTHETICAL PROTEIN XP_371598.,51.03,6
C14ORF1,51.03,5
F2,51.03,6
RIMKLB,51.03,7
P10746_UROS,51.03,22
Q9UJX6-2_ANAPC2,51.03,14
CPD,51.03,16
TMEM63B,51.03,12
O96017_CHEK2,51.04,18
P31751_AKT2,51.04,21
P62875_POLR2L,51.04,7
Q86TB9-4_PATL1,51.04,19
Q9NVQ4_FAIM,51.04,10
F5H442_TSG101,51.04,13
K7EQH5_AES,51.04,5
O60313-2_OPA1,51.04,10
Q9UGP4_LIMD1,51.04,13
F8VUW5_DAZAP2,51.04,3
J3QT56_HYPK,51.04,1
Q8TEQ8_PIGO,51.04,1
ARPC5,51.04,33
C1ORF123,51.04,33
CRBN,51.04,33
DBN1,51.04,27
MAGT1,51.04,16
MTHFSD,51.04,23
NEDD8,51.04,33
NRM,51.04,16
PFN1,51.04,33
PSMC4,51.04,33
SLC25A15,51.04,12
SLC25A21,51.04,10
SUCLG2,51.04,33
TXNDC15,51.04,8
UBQLN1,51.04,25
ZNHIT3,51.04,13
SLC23A2,51.04,5
EEA1,51.04,8
CD40LG,51.04,2
MFAP1,51.04,4
BSCL2,51.04,4
SCARF1,51.04,2
O95067_CCNB2,51.05,12
P11940_PABPC1,51.05,14
P51153_RAB13,51.05,18
Q9UKT5_FBXO4,51.05,20
Q01968_OCRL,51.05,8
P15291-2_B4GALT1,51.05,6
Q6UB98-2_ANKRD12,51.05,2
Q3SXY8_ARL13B,51.05,2
Q92611_EDEM1,51.05,2
FKBP10,51.05,10
HYPK,51.05,22
MMP15,51.05,8
SEC61A2,51.05,12
SGPL1,51.05,16
SLC12A4,51.05,14
FBN1,51.05,2
SEPP1,51.05,2
TMEM179B,51.05,2
RENBP,51.05,10
TSPAN3,51.05,2
Q53HV7_SMUG1,51.05,15
J3QSV6_RSL1D1,51.05,5
A6PW57_PIP5K1A,51.05,7
Q92900-2_UPF1,51.05,9
G3V1C3_API5,51.05,4
Q13424_SNTA1,51.05,12
Q8TDM6-3_DLG5,51.05,2
Q99607_ELF4,51.05,1
P27815-6_PDE4A,51.05,4
P48728_AMT,51.05,6
Q9H6R4-4_NOL6,51.05,4
ALS2CR4,51.05,6
BLOC1S3,51.05,29
C6ORF72,51.05,14
CCDC109A,51.05,16
CLIP1,51.05,33
ERO1L,51.05,33
FHL3,51.05,22
ITFG1,51.05,11
PIGW,51.05,4
UHRF1BP1L,51.05,33
CTSS,51.05,15
MFSD9,51.05,12
C11ORF57,51.05,4
THBS1,51.05,10
BGN,51.05,2
C1ORF85,51.05,3
FADS3,51.05,8
GAS2,51.05,9
SIAH2,51.05,3
SLC47A1,51.05,6
SVIP,51.05,5
BCAP31,51.05,4
EDF1,51.05,9
HBZ,51.05,3
C9JP16_CRTAP,51.05,10
Q9Y5Y2_NUBP2,51.05,18
Q9Y597-2_KCTD3,51.05,4
APLP2,51.05,16
LOC644096,51.05,2
FAM96A,51.05,26
LGALS12,51.05,2
SLC1A2,51.05,4
TFG,51.05,10
CNPY3,51.05,6
O76031_CLPX,51.06,22
P46934-4_NEDD4,51.06,18
SLC9A8,51.06,2
Q12768_KIAA0196,51.06,11
Q96EB6_SIRT1,51.06,18
Q14CZ0_C16orf72,51.06,1
Q9HAU8_RNPEPL1,51.06,3
O75061-4_DNAJC6,51.06,8
Q12849_GRSF1,51.06,8
Q9NS00_C1GALT1,51.06,1
Q5TFA5_GINM1,51.06,2
Q2TBF2_WSCD2,51.06,1
ACO1,51.06,33
ACY1,51.06,19
CCDC6,51.06,33
CLN6,51.06,16
CNO,51.06,23
EML2,51.06,29
KCTD3,51.06,8
NAT13,51.06,33
PPME1,51.06,33
PREB,51.06,16
PXMP2,51.06,13
RECQL,51.06,33
REPIN1,51.06,33
SLC12A6,51.06,14
TTC39A,51.06,2
VPS35,51.06,33
LMF1,51.06,8
PARL,51.06,12
S100A4,51.06,21
TMEM5,51.06,10
ADIPOR2,51.06,3
"ALPHA-ENOLASE, LUNG SPECIFIC.",51.06,7
C18ORF32,51.06,4
SPRY2,51.06,2
NPAL3,51.06,1
41883,51.06,1
P53365_ARFIP2,51.06,18
Q96G61_NUDT11,51.06,8
A6NCS9_SDCCAG8,51.06,4
P00739_HPR,51.06,2
APOB,51.06,14
MYOF,51.06,8
TATDN3,51.06,16
TLCD1,51.06,6
GPR177,51.06,2
CD99,51.07,6
D6RDX3_ATG10,51.07,9
O00506_STK25,51.07,18
P15882_CHN1,51.07,8
P46781_RPS9,51.07,19
Q86UK7-3_ZNF598,51.07,9
Q8WUF8_FAM172A,51.07,5
Q99747_NAPG,51.07,19
H3BUN0_RBBP6,51.07,1
Q15904_ATP6AP1,51.07,12
Q13823_GNL2,51.07,2
Q15544_TAF11,51.07,2
COX6B1,51.07,21
ENTPD5,51.07,23
HUS1,51.07,27
LOC387787,51.07,11
PRTN3,51.07,2
RNASE1,51.07,2
UBTD2,51.07,7
HMBS,51.07,9
C1ORF159,51.07,2
P14735_IDE,51.08,22
Q2M2I8_AAK1,51.08,4
Q9BTP7_FAAP24,51.08,2
Q9NQW7-3_XPNPEP1,51.08,22
B4GALT1,51.08,14
CNIH4,51.08,8
COX19,51.08,16
XPR1,51.08,6
TNFAIP8L3,51.08,6
F5,51.08,6
UQCRH,51.08,4
RP11-35N6 1,51.08,2
TM2D2,51.08,4
B4DT77_ANXA7,51.08,21
Q9ULL5-3_PRR12,51.08,7
H7BXD8_LGALS8,51.08,4
E9PL69_RRM1,51.08,4
P54687-3_BCAT1,51.08,1
Q13115-2_DUSP4,51.08,1
F5H4S9_TJP3,51.08,3
A8MVR0_IVNS1ABP,51.08,1
P24588_AKAP5,51.08,2
AGK,51.08,16
ARF6,51.08,29
CASK,51.08,29
ELMOD2,51.08,16
IPO5,51.08,33
PIGK,51.08,16
STMN3,51.08,21
TWF2,51.08,33
ZDHHC16,51.08,4
ACTC1,51.08,21
KIAA1109,51.08,14
POMP,51.08,29
TMEM194B,51.08,4
LTBP3,51.08,2
ATP1A2,51.08,6
B4DIQ5_HUMAN,51.08,4
FZD5,51.08,6
SERPINF2,51.08,8
RPS19BP1,51.08,4
METTL5,51.08,5
C16ORF53,51.08,3
H7C1V3_MLXIPL,51.08,2
O14657_TOR1B,51.09,18
B4DLR8_NQO1,51.09,12
Q5JS74_CASK,51.09,2
Q07912_TNK2,51.09,4
O00213-3_APBB1,51.09,2
HARS2,51.09,30
PLA2G4C,51.09,2
RNF13,51.09,2
GSR,51.09,8
B4E0G4_PHF6,51.09,7
K7ES11_UBE2O,51.09,13
P51531-2_SMARCA2,51.09,14
Q8NCE0-4_TSEN2,51.09,7
Q96H79_ZC3HAV1L,51.09,12
Q99816_TSG101,51.09,9
Q9NTG7_SIRT3,51.09,16
J3QS41_HELZ,51.09,9
H7BZ29_MRS2,51.09,1
Q14773-2_ICAM4,51.09,1
E9PDW2_OXCT1,51.09,1
Q5HY40_DNASE1L1,51.09,1
Q96RT1-4_ERBB2IP,51.09,1
O15530_PDPK1,51.09,2
ADD2,51.09,25
C19ORF43,51.09,20
C1ORF128,51.09,13
EPM2A,51.09,6
FTO,51.09,32
HMGN2,51.09,6
KIAA1627,51.09,29
NUP210,51.09,14
PDPR,51.09,33
PTPLAD1,51.09,17
TRAPPC6B,51.09,33
UGT8,51.09,2
ZYG11BL,51.09,19
HEXDC,51.09,13
RAB20,51.09,10
ZMIZ2,51.09,15
CMTM6,51.09,6
ZDHHC8,51.09,2
BPIL1,51.09,6
CASD1,51.09,6
Q15046_KARS,51.09,22
Q96SB4_SRPK1,51.09,6
E9PRB9_SPCS2,51.09,4
Q7Z7A4_PXK,51.09,6
O00214_LGALS8,51.09,4
ATP2B1,51.09,24
KIAA1324L,51.09,4
MOSPD1,51.09,16
NDUFAF1,51.09,16
PURA,51.09,18
RAB3B,51.09,8
PEMT,51.09,6
CERK,51.09,2
CR2,51.09,2
P49327_FASN,51.1,22
Q9NY93_DDX56,51.1,4
TIMM17B,51.1,8
IL10RB,51.1,4
KIAA0746,51.1,4
Q8TER5_ARHGEF40,51.1,4
Q9HA65_TBC1D17,51.1,15
D6REW1_PRELID1,51.1,3
Q92574-2_TSC1,51.1,2
Q9NS00-2_C1GALT1,51.1,1
H3BV41_NUDT21,51.1,1
Q7Z721_RPS6KB1,51.1,5
Q15543_TAF13,51.1,5
O43847_NRD1,51.1,4
O75382-3_TRIM3,51.1,1
Q8IWG1-2_WDR63,51.1,2
Q9H867-5_METTL21D,51.1,1
FECH,51.1,33
GPX8,51.1,4
MYCBP,51.1,9
PSMC5,51.1,33
TOR1AIP2,51.1,16
TPM2,51.1,1
CD93,51.1,3
MAT1A,51.1,9
HDHD2,51.1,11
WDR53,51.1,2
A6PVK2_TTPAL,51.11,2
Q00325-2_SLC25A3,51.11,6
P60896_SHFM1,51.11,2
PLXNA2,51.11,6
ERP27,51.11,6
P07992_ERCC1,51.11,6
P35270_SPR,51.11,22
P51665_PSMD7,51.11,22
Q8N163_KIAA1967,51.11,19
Q96QG7_MTMR9,51.11,11
Q9H788_SH2D4A,51.11,6
Q9H999_PANK3,51.11,14
Q9Y4K4_MAP4K5,51.11,18
F5H777_CCDC82,51.11,6
O95684_FGFR1OP,51.11,15
Q7Z5L2-2_R3HCC1L,51.11,6
Q9NZ09-2_UBAP1,51.11,11
A2IDB2_YWHAH,51.11,1
B7Z2V9_CYTH3,51.11,1
B3KP96_TRIM16,51.11,2
G3V0I7_ALS2CL,51.11,1
Q7Z3F1_GPR155,51.11,1
F5GXJ4_STIM2,51.11,2
P28074-3_PSMB5,51.11,1
C6ORF66,51.11,21
CCDC43,51.11,31
ITGA7,51.11,3
KCTD5,51.11,19
KIAA0329,51.11,17
MDK,51.11,4
SEC11A,51.11,16
SMC3,51.11,33
TATDN1,51.11,31
TMEM70,51.11,16
CAPN3,51.11,2
F13A1,51.11,4
GLRX5,51.11,18
CACNB3,51.11,5
MAN2B1,51.11,11
LSM2,51.11,4
P20936-2_RASA1,51.11,6
Q14691_GINS1,51.11,16
Q9HAR2-3_LPHN3,51.11,2
METTL7B,51.11,8
APOA2,51.11,4
FLJ11151,51.11,8
Q9BRX5_GINS3,51.12,16
PON3,51.12,6
A3KN83-2_SBNO1,51.12,7
O00178_GTPBP1,51.12,21
P15924_DSP,51.12,11
P51116_FXR2,51.12,17
C9JRY4_SEC22A,51.12,11
Q96NL1_TMEM74,51.12,1
CTNNA1,51.12,29
CTPS,51.12,33
TTL,51.12,25
TUBA4A,51.12,33
UMPS,51.12,33
ASAH1,51.12,10
COQ2,51.12,2
TMEM159,51.12,9
P46013-2_MKI67,51.12,4
Q8IW19_APLF,51.12,4
Q9H9C1-2_VIPAS39,51.12,6
CA5B,51.12,6
DPP7,51.12,16
UNC93B1,51.12,12
J3KN75_TBC1D8B,51.12,10
O00401_WASL,51.12,16
Q9BUJ2-2_HNRNPUL1,51.12,20
F8W1R9_TGFBR1,51.12,4
P28845_HSD11B1,51.12,4
Q96NJ6_ZFP3,51.12,2
P57075-2_UBASH3A,51.12,2
C7ORF44,51.12,10
GK5,51.12,8
GLCE,51.12,10
LYRM5,51.12,16
XTP3TPA,51.12,20
Q5GFL6_VWA2,51.13,2
P27169_PON1,51.13,2
P52790_HK3,51.13,4
P28161_GSTM2,51.13,4
CES2,51.13,18
STEAP3,51.13,12
C9ORF169,51.13,2
SNAP23,51.13,12
Q92664-2_GTF3A,51.13,9
Q9P2K3-4_RCOR3,51.13,5
A6NLP3_TRIM5,51.13,3
G5E9X3_FNDC3A,51.13,1
E9PCV4_SPHK2,51.13,1
C12ORF10,51.13,25
CAPZA1,51.13,33
CAPZB,51.13,29
ERP29,51.13,33
KIAA0101,51.13,13
PDSS1,51.13,15
UQCRC1,51.13,29
ZNF579,51.13,19
CUTA,51.13,15
C4ORF16,51.13,3
C9ORF95,51.13,3
O75663_TIPRL,51.13,22
CALD1,51.13,6
LOC390688,51.13,2
Q5VUM1_C6orf57,51.14,2
AMPH,51.14,2
O14544_SOCS6,51.14,2
P54578_USP14,51.14,12
Q99797_MIPEP,51.14,22
Q9H4I2_ZHX3,51.14,12
K7EQ34_TMEM161A,51.14,7
Q8NEC6_MTMR1,51.14,3
Q9Y3B1_SLMO2,51.14,3
Q8N806_UBR7,51.14,10
C1ORF144,51.14,15
C9ORF72,51.14,17
HMOX1,51.14,9
LZTFL1,51.14,33
PPP6C,51.14,33
PSMC2,51.14,33
TMUB2,51.14,5
UGDH,51.14,33
TPCN1,51.14,15
PTPLA,51.14,4
UBE2N,51.14,31
ZBTB3,51.14,4
HSP90AB3P,51.14,1
O75928-3_PIAS2,51.14,4
Q13464_ROCK1,51.14,22
Q5GLZ8-3_HERC4,51.14,14
Q7L7V1-2_DHX32,51.14,2
B3GNT1,51.14,16
BTN2A1,51.14,16
DSC3,51.14,4
LGALS3,51.14,16
PDLIM3,51.14,8
E7EQY4_MTA3,51.15,3
O00429-4_DNM1L,51.15,22
P57105_SYNJ2BP,51.15,19
Q8NBJ5_COLGALT1,51.15,19
Q92805_GOLGA1,51.15,21
Q9BQ67_GRWD1,51.15,17
Q9BSJ5-3_C17orf80,51.15,17
Q9NVE7_PANK4,51.15,22
Q9Y4K3_TRAF6,51.15,18
E9PFK5_NOP14,51.15,3
P61326_MAGOH,51.15,20
E7ESC6_XPO7,51.15,7
E7EUU1_LTBP4,51.15,3
Q5KU26_COLEC12,51.15,3
Q96QC4_MICA,51.15,3
Q86V97_KBTBD6,51.15,2
F8W6K3_MAP3K2,51.15,2
D6RGD4_APBB2,51.15,1
CD97,51.15,7
LOC647000,51.15,25
MTX1,51.15,16
RPL5,51.15,31
WDR73,51.15,27
ZRANB2,51.15,13
HLA-DRB1,51.15,4
C7ORF42,51.15,6
CTSL1,51.15,16
MTP18,51.15,3
NINJ1,51.15,1
PSME3,51.15,11
P78356_PIP4K2B,51.15,18
P30508_HLA-C,51.15,2
ARL5A,51.15,6
Q9UKN8_GTF3C4,51.16,18
Q8WWP7_GIMAP1,51.16,2
AIFM2,51.16,8
C19ORF52,51.16,16
ADCK1,51.16,6
RPLP0,51.16,2
SPIRE2,51.16,2
CD302,51.16,6
AHSG,51.16,8
RRAGB,51.16,4
TPM3,51.16,12
CDKN2B,51.16,2
M0QWZ7_SARS2,51.16,21
Q9NTZ6_RBM12,51.16,22
Q9Y248_GINS2,51.16,16
O75937_DNAJC8,51.16,13
Q9BUN5_CCDC28B,51.16,9
Q92504_SLC39A7,51.16,4
F5GX68_DNMT1,51.16,6
Q8IV32_CCDC71,51.16,1
Q15166_PON3,51.16,2
Q7Z392-3_TRAPPC11,51.16,2
Q6P9H5_GIMAP6,51.16,2
EIF3K,51.16,29
FAAH,51.16,8
FBXW9,51.16,27
GHITM,51.16,13
MAP2K1,51.16,33
NQO2,51.16,11
RABGGTA,51.16,33
RAC3,51.16,15
RG9MTD2,51.16,27
SAPS2,51.16,33
UBA5,51.16,33
TK2,51.16,13
ITIH2,51.16,6
NOL3,51.16,4
PSMA5,51.16,15
PSMG3,51.16,3
O75146_HIP1R,51.16,22
P25098_ADRBK1,51.16,20
P42338_PIK3CB,51.16,14
Q2TBE0_CWF19L2,51.16,10
Q13724_MOGS,51.16,12
KCTD15,51.16,20
RAB10,51.16,26
C1GALT1,51.16,10
PRELID1,51.16,4
CPN2,51.16,6
E9PB14_PDHX,51.17,12
POSTN,51.17,2
P35813_PPM1A,51.17,22
Q5T7A2_ADCK3,51.17,3
Q96BX8_MOB3A,51.17,11
Q9H9C1_VIPAS39,51.17,2
P63173_RPL38,51.17,12
B4DLU3_PGS1,51.17,8
P56937-3_HSD17B7,51.17,13
Q15056-2_EIF4H,51.17,12
Q96T76-9_MMS19,51.17,3
Q9UBM7_DHCR7,51.17,13
Q9HBI1-3_PARVB,51.17,4
Q07065_CKAP4,51.17,8
E9PSA5_ALKBH3,51.17,2
B7Z493_FGD4,51.17,6
Q13887_KLF5,51.17,1
Q9NPQ8-2_RIC8A,51.17,2
ADAM10,51.17,16
APOOL,51.17,9
C1ORF69,51.17,33
GYG1,51.17,28
HAGH,51.17,33
LONP1,51.17,33
PPCS,51.17,33
SERPINB1,51.17,27
SMYD5,51.17,33
SPCS3,51.17,17
TMEM30A,51.17,16
CRELD2,51.17,13
YIPF6,51.17,8
RAP2A,51.17,5
IGFBP1,51.17,2
MESDC1,51.17,3
IL4I1,51.17,2
G3XAN4_TRAM1,51.17,10
O95159_ZFPL1,51.17,14
Q5FC10_IL2RG,51.17,2
H7C112_FBXL19,51.17,2
SH3BGRL2,51.17,22
SP4,51.17,16
SLC2A9,51.17,6
CENPC1,51.17,2
HEXIM2,51.17,8
COPZ2,51.17,2
B4DDF4_CNN2,51.18,22
Q14687-2_GSE1,51.18,13
Q8N819-2_PPM1N,51.18,4
A8K7Q2_HSPA8,51.18,9
G3V4C9_FNTB,51.18,6
Q6ZNB6_NFXL1,51.18,11
B7Z5N6_DDX59,51.18,2
H3BNT4_MPHOSPH6,51.18,6
Q15695_ZRSR1,51.18,1
Q5R3A8_FYN,51.18,1
P06727_APOA4,51.18,4
B4DZ67_NUP107,51.18,2
Q9H6Y6_MYO5B,51.18,3
B4DWW4_MCM3,51.18,2
E9PR46_DDX25,51.18,1
Q13905-2_RAPGEF1,51.18,2
ARL2,51.18,33
BAG3,51.18,19
CLCN5,51.18,12
CPE,51.18,8
FAM122A,51.18,27
GMPPA,51.18,33
IL1RAP,51.18,16
LMAN2L,51.18,16
MTCH1,51.18,16
MVD,51.18,33
PAFAH1B1,51.18,33
PHPT1,51.18,33
POP4,51.18,27
PSMD8,51.18,33
TUBAL3,51.18,29
TXNRD1,51.18,30
ZNF703,51.18,3
ZDHHC2,51.18,6
B4DZJ8_HUMAN,51.18,2
FLJ21865,51.18,31
ITGAL,51.18,6
FAM69A,51.18,8
FGB,51.18,6
PLA2G15,51.18,10
P50336_PPOX,51.19,18
Q9BZG1_RAB34,51.19,2
Q9H4P4-2_RNF41,51.19,12
FDX1,51.19,30
INPP1,51.19,26
M6PRBP1,51.19,30
PSPH,51.19,20
MAN1C1,51.19,2
S100P,51.19,14
Q9NRF2-3_SH2B1,51.19,10
Q9NX01_TXNL4B,51.19,20
B1AKD8_CROCC,51.19,7
E2QRH7_ELOVL5,51.19,3
Q499Z4_ZNF672,51.19,5
Q7Z6B0-2_CCDC91,51.19,11
Q8TBZ3_WDR20,51.19,4
Q9UHF7_TRPS1,51.19,2
Q2VPB7_AP5B1,51.19,2
AK3L1,51.19,31
CASP6,51.19,15
CLEC16A,51.19,25
GGT1,51.19,1
LRP1,51.19,13
PSMC6,51.19,33
PSMD1,51.19,33
VPS26B,51.19,33
VTI1B,51.19,7
MARVELD2,51.19,3
TBXAS1,51.19,6
TMEM208,51.19,8
WDR32,51.19,17
Q7Z2Z4_HUMAN,51.19,8
INSIG2,51.19,2
RRM2,51.19,13
MT1X,51.19,3
Q8IYW5_RNF168,51.2,8
C9IZZ8_ITGB1BP1,51.2,2
Q9NYY8-2_FASTKD2,51.2,8
Q01970-2_PLCB3,51.2,2
Q9P2A4-2_ABI3,51.2,2
ANTXR1,51.2,4
C17ORF80,51.2,14
PIGG,51.2,16
SLC9A1,51.2,14
BAD,51.2,10
B3GNT5,51.2,2
B4DQP1_HUMAN,51.2,2
HIG2,51.2,2
O43447_PPIH,51.2,14
Q6XUX3-2_DSTYK,51.2,4
Q86X53_ERICH1,51.2,14
Q8IZD4_DCP1B,51.2,9
Q99549_MPHOSPH8,51.2,12
Q9BQG2_NUDT12,51.2,12
Q71TU5_CSNK1A1,51.2,8
P98153-2_DGCR2,51.2,3
Q9BYE7_PCGF6,51.2,4
Q9BUK6-2_MSTO1,51.2,5
Q9Y5J1_UTP18,51.2,5
J3KNV1_ZNF292,51.2,6
P35858_IGFALS,51.2,3
Q9NUV9_GIMAP4,51.2,4
Q9Y6P5_SESN1,51.2,1
Q9Y262-2_EIF3L,51.2,2
E5RI52_C5orf45,51.2,2
ATG3,51.2,31
BAT1,51.2,33
C22ORF9,51.2,25
DDX56,51.2,20
DIMT1L,51.2,21
DRG1,51.2,33
MGC3207,51.2,33
OS9,51.2,16
PPIC,51.2,12
ARV1,51.2,12
NAAA,51.2,21
SLC11A2,51.2,5
IGSF10,51.2,2
RNF149,51.2,8
HRC,51.2,2
SIMILAR TO PUTATIVE (H. SAPIENS).,51.2,2
Q9BU89_DOHH,51.2,22
Q9H6E4_CCDC134,51.2,18
Q9Y6V7_DDX49,51.2,14
Q92738_USP6NL,51.2,10
Q96KF7_SMIM8,51.2,2
H0YE76_ASCC1,51.2,2
G3XAH6_PAPOLA,51.2,6
D6RD67_MCCC2,51.2,2
H0YEZ2_FRG1B,51.2,2
CBR1,51.2,24
EFNA5,51.2,2
EXT1,51.2,8
FUT11,51.2,10
LRRC8A,51.2,16
SLC25A33,51.2,14
SUMF1,51.2,22
TAPBPL,51.2,6
ENTPD4,51.2,8
GDF15,51.2,2
Q86WR0_CCDC25,51.21,22
Q9BRT9_GINS4,51.21,16
P52735-3_VAV2,51.21,15
Q13951_CBFB,51.21,8
Q14249_ENDOG,51.21,18
Q5T8P6-2_RBM26,51.21,14
Q8IYB7_DIS3L2,51.21,21
Q9HC38-2_GLOD4,51.21,22
Q9UJX5_ANAPC4,51.21,8
E7ERJ0_ITSN1,51.21,5
Q5T7A4_ADCK3,51.21,7
E9PKB9_SNX19,51.21,5
Q8NBM4-4_UBAC2,51.21,7
C9JHB1_ZSCAN31,51.21,1
P0DJI8_SAA1,51.21,4
P41235-7_HNF4A,51.21,1
Q6IB77_GLYAT,51.21,4
P20930_FLG,51.21,2
O00481_BTN3A1,51.21,1
J3KT84_HEXDC,51.21,1
O95473_SYNGR4,51.21,1
ANO10,51.21,16
CCDC56,51.21,5
FPGT,51.21,33
MUTED,51.21,33
NEU1,51.21,29
OPA3,51.21,14
PURB,51.21,29
RBX1,51.21,29
RRM1,51.21,33
SPAG7,51.21,33
TTC39B,51.21,27
UHRF1BP1,51.21,31
FAM107B,51.21,21
LYRM7,51.21,23
MEF2A,51.21,15
MTCP1,51.21,7
O00429-3_DNM1L,51.22,16
F5H1X8_LRBA,51.22,18
Q9H8P0_SRD5A3,51.22,2
FABP1,51.22,6
RAP2C,51.22,10
VTN,51.22,8
CFDP1,51.22,6
Q6ZRD3_HUMAN,51.22,2
P51570_GALK1,51.22,22
Q5T4S7-3_UBR4,51.22,21
E9PCY7_HNRNPH1,51.22,11
P18615_NELFE,51.22,12
Q8WXE1-3_ATRIP,51.22,1
O95167_NDUFA3,51.22,5
Q6IEG0_SNRNP48,51.22,1
Q9NR82-4_KCNQ5,51.22,2
Q8NEG7_DENND6B,51.22,1
BLOC1S1,51.22,25
C10ORF97,51.22,23
C3ORF59,51.22,23
FAM82B,51.22,25
FUCA1,51.22,24
GPC3,51.22,8
IMPDH1,51.22,33
LGMN,51.22,17
MEMO1,51.22,23
PPM1E,51.22,11
RAB8B,51.22,30
ROBO1,51.22,8
RPP38,51.22,31
VGLL4,51.22,17
C19ORF50,51.22,9
RAB33B,51.22,8
CHCHD4,51.22,4
GLRX2,51.22,4
SLAMF6,51.22,2
Q12846_STX4,51.22,14
ACYP1,51.22,32
B3GALNT2,51.22,12
COQ7,51.22,16
CSNK1G3,51.22,14
STT3B,51.22,16
CYP4V2,51.22,2
SLC8A1,51.22,2
Q17RC7_EXOC3L4,51.23,2
JAM3,51.23,6
PON2,51.23,12
CD74,51.23,8
DUSP23,51.23,18
O95302_FKBP9,51.23,18
Q15648_MED1,51.23,11
Q52LJ0-2_FAM98B,51.23,21
Q71F56_MED13L,51.23,3
Q8IZT6-2_ASPM,51.23,1
F5GXF9_AFF1,51.23,5
ARSB,51.23,17
BAG1,51.23,33
C11ORF67,51.23,29
C6ORF64,51.23,3
CASP3,51.23,13
ECSIT,51.23,17
GSTP1,51.23,27
NDUFB3,51.23,7
UCHL1,51.23,4
WDR47,51.23,29
HN1,51.23,15
C19ORF42,51.23,5
HPN,51.23,5
ELAC1,51.23,7
KHK,51.23,7
Q9NUP7_TRMT13,51.23,16
E5RFZ8_SLC39A14,51.23,2
DAG1,51.23,8
CP,51.23,6
PLTP,51.23,4
ISYNA1,51.23,6
PDLIM1,51.23,20
Q9HD33-2_MRPL47,51.23,6
ISCU,51.23,24
SYS1,51.23,6
TTYH3,51.23,6
Q9H2G2_SLK,51.24,6
Q92888-2_ARHGEF1,51.24,4
D0FY33_BTN3A3,51.24,4
PTDSS1,51.24,12
Q9BQS8_FYCO1,51.24,21
Q86WR7_PROSER2,51.24,9
P55160_NCKAP1L,51.24,5
Q02447-3_SP3,51.24,3
Q9NZ43_USE1,51.24,9
O00124-3_UBXN8,51.24,11
Q01664_TFAP4,51.24,6
J3KSX7_RHOT1,51.24,1
C9ORF46,51.24,3
CALU,51.24,19
LDHC,51.24,2
RAB22A,51.24,23
RWDD1,51.24,27
SPR,51.24,31
SUB1,51.24,33
UBIAD1,51.24,14
RNASE3,51.24,6
LSM1,51.24,10
IPI00182903.1,51.24,3
LAT,51.24,1
NRAP,51.24,1
Q9H6Q4-3_NARFL,51.24,2
ENPP4,51.24,10
Q9Y3A5_SBDS,51.25,22
Q9UHB7_AFF4,51.25,6
MLEC,51.25,16
LMBRD1,51.25,8
PDE4A,51.25,4
O43739-2_CYTH3,51.25,6
P14550_AKR1A1,51.25,22
Q86UU1-2_PHLDB1,51.25,9
Q8NCA5-2_FAM98A,51.25,17
Q9Y2S7_POLDIP2,51.25,22
Q9Y3I1_FBXO7,51.25,16
P37268_FDFT1,51.25,13
Q01974_ROR2,51.25,7
Q9BRK5_SDF4,51.25,12
Q9H490-2_PIGU,51.25,7
Q9ULH7-4_MKL2,51.25,11
Q96RI0_F2RL3,51.25,1
P51797_CLCN6,51.25,5
H7C5D9_LRCH4,51.25,2
P41182-2_BCL6,51.25,2
Q13535-3_ATR,51.25,2
H0Y3R4_SETD5,51.25,1
H3BMM3_GANC,51.25,1
ADD1,51.25,27
ASPH,51.25,16
B4GALT7,51.25,16
CHMP1A,51.25,33
DARS2,51.25,33
EIF1AP1,51.25,33
MAN2C1,51.25,33
MARCH6,51.25,12
MRS2,51.25,14
OXR1,51.25,31
RABL4,51.25,27
SEC61A1,51.25,15
SLC25A40,51.25,12
TSN,51.25,29
BAX,51.25,11
ZNF187,51.25,13
IL13RA1,51.25,6
ARL8B,51.25,10
PAQR9,51.25,2
TSKU,51.25,2
P14868_DARS,51.25,22
Q8NE71_ABCF1,51.25,16
